Player,Draft Year,Height (in),Weight (lbs),Wingspan (in),Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
Jaylen Nowell,2019,75.25,202.4,79.25,UWASH,36,34.4,16.2,6.1,12.1,0.502,1.4,3.2,0.44,2.6,3.4,0.779,1.0,4.3,5.3,3.1,1.3,0.3,2.9,2.3
Jordan Nwora,2019,77.75,220.0,82.5,LVILL,34,31.8,17.0,5.8,13.1,0.446,2.3,6.1,0.374,3.1,4.0,0.765,1.2,6.5,7.6,1.3,0.9,0.4,2.4,2.1
Chuma Okeke,2019,,-,,AUB,38,29.1,12.0,4.4,8.9,0.496,1.4,3.7,0.387,1.7,2.4,0.722,2.8,4.1,6.8,1.9,1.8,1.2,1.7,1.9
KZ Okpala,2019,79.25,209.6,85.75,STAN,29,32.7,16.8,5.9,12.7,0.463,1.1,3.0,0.368,4.0,6.0,0.671,1.2,4.5,5.7,2.0,1.0,0.5,2.9,2.5
Miye Oni,2019,76.25,205.6,82.75,YALE,29,31.0,17.1,5.8,13.1,0.441,1.9,5.2,0.371,3.7,4.7,0.793,0.7,5.6,6.3,3.6,0.9,1.3,2.6,2.7
Eric Paschall,2019,78.0,254.4,83.75,VILL,36,36.1,16.5,5.4,12.1,0.447,1.9,5.6,0.348,3.8,5.0,0.746,1.3,4.9,6.1,2.1,0.7,0.5,2.3,2.1
Shamorie Ponds,2019,71.5,180.0,75.5,STJ,33,35.1,19.7,6.5,14.5,0.453,2.0,5.6,0.353,4.6,5.5,0.836,1.0,3.2,4.1,5.1,2.6,0.3,2.0,2.0
Jordan Poole,2019,75.5,190.8,78.75,MICH,37,33.1,12.8,4.4,10.0,0.436,2.0,5.5,0.369,2.0,2.4,0.833,0.2,2.8,3.0,2.2,1.1,0.2,1.5,2.0
Neemias Queta,2019,82.75,225.8,88.25,USU,35,27.1,11.8,4.8,7.8,0.614,0.1,0.1,0.4,2.2,3.9,0.565,2.5,6.4,8.9,1.6,0.7,2.4,2.3,3.1
Cameron Reddish,2019,78.5,207.8,84.5,DUKE,36,29.7,13.5,4.3,12.0,0.356,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4
Naz Reid,2019,80.75,255.8,87.25,LSU,34,27.2,13.6,5.0,10.7,0.468,0.8,2.5,0.333,2.7,3.8,0.727,2.5,4.7,7.2,0.9,0.7,0.7,2.5,3.2
Isaiah Roby,2019,79.25,214.0,85.0,UNL,35,31.3,11.8,4.2,9.3,0.454,0.8,2.4,0.333,2.6,3.8,0.677,1.9,5.0,6.9,1.9,1.3,1.9,2.0,3.2
Admiral Schofield,2019,76.0,240.6,81.75,TENN,37,31.8,16.5,6.4,13.6,0.474,2.0,4.8,0.418,1.6,2.3,0.698,1.2,5.0,6.1,2.0,0.9,0.5,1.9,2.5
Marial Shayok,2019,76.5,196.8,84.25,IWAST,34,32.9,18.7,6.7,13.6,0.496,2.1,5.4,0.386,3.2,3.6,0.878,1.4,3.5,4.9,2.0,0.9,0.2,2.7,2.1
Simisola Shittu,2019,80.5,227.2,85.25,VANDY,32,26.7,10.9,4.1,8.8,0.468,0.0,0.6,0.056,2.7,4.7,0.576,1.6,5.1,6.7,1.8,0.7,0.5,2.9,2.3
P.J. Washington,2019,78.5,230.4,86.25,UK,35,29.3,15.2,5.4,10.4,0.522,0.9,2.2,0.423,3.4,5.1,0.663,2.3,5.2,7.5,1.8,0.9,1.2,2.0,2.5
Tremont Waters,2019,69.5,172.4,74.25,LSU,33,32.4,15.3,5.2,12.1,0.43,1.7,5.2,0.327,3.2,3.9,0.813,0.3,2.5,2.8,5.8,2.9,0.1,3.5,1.9
Quinndary Weatherspoon,2019,75.0,206.6,81.0,MISST,34,34.0,18.5,6.3,12.3,0.508,1.6,4.1,0.396,4.4,5.4,0.809,1.3,3.4,4.7,2.8,1.7,0.3,2.9,2.1
Coby White,2019,75.5,191.4,77.0,UNC,35,28.5,16.1,5.4,12.7,0.423,2.3,6.6,0.353,3.0,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9
Kris Wilkes,2019,78.25,208.8,82.75,UCLA,33,31.8,17.4,6.2,14.3,0.433,2.1,6.2,0.337,2.9,4.3,0.671,1.2,3.6,4.8,1.7,0.6,0.4,1.9,2.2
Grant Williams,2019,77.75,240.2,81.75,TENN,37,31.9,18.8,6.3,11.2,0.564,0.4,1.2,0.326,5.8,7.0,0.819,2.2,5.3,7.5,3.2,1.1,1.5,2.2,3.0
Zion Williamson,2019,,-,,DUKE,33,30.0,22.6,9.0,13.2,0.68,0.7,2.2,0.338,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1
Dylan Windler,2019,78.25,195.8,82.0,BLMNT,33,33.2,21.3,7.4,13.6,0.54,3.0,7.1,0.429,3.5,4.2,0.847,1.9,8.9,10.8,2.5,1.4,0.6,2.1,2.1
Precious Achiuwa,2020,79.5,234.0,84.75,MEMP,31,30.4,15.8,5.9,11.9,0.493,0.4,1.3,0.325,3.6,6.0,0.599,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4
Ty-Shon Alexander,2020,74.0,200.8,80.0,CREI,31,34.8,16.9,5.3,12.2,0.431,2.6,6.5,0.399,3.8,4.4,0.86,0.3,4.8,5.0,2.3,1.3,0.3,1.4,1.7
Udoka Azubuike,2020,82.0,259.5,91.25,KU,31,27.7,13.7,5.8,7.8,0.748,0.0,0.0,0.0,2.1,4.7,0.441,3.5,7.0,10.5,0.9,0.5,2.6,2.5,2.4
Tyler Bey,2020,78.0,212.8,85.25,COLO,31,29.0,13.8,4.5,8.5,0.53,0.4,1.0,0.419,4.4,5.9,0.743,2.0,7.0,9.0,1.5,1.5,1.2,2.4,1.9
Mamadi Diakite,2020,80.5,222.1,87.75,UVA,30,32.8,13.7,5.0,10.5,0.478,0.7,1.8,0.364,3.1,4.1,0.754,1.6,5.2,6.8,0.6,0.8,1.3,2.1,2.0
Devon Dotson,2020,72.5,185.2,75.0,KU,30,34.9,18.1,6.1,13.0,0.468,1.3,4.1,0.309,4.7,5.7,0.83,0.6,3.5,4.1,4.0,2.1,0.1,2.4,1.8
CJ Elleby,2020,77.5,198.6,79.25,WSU,32,33.4,18.4,6.2,15.6,0.396,2.3,6.8,0.339,3.8,4.6,0.823,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9
Trent Forrest,2020,75.5,203.0,79.5,FLAST,31,30.8,11.6,4.2,9.1,0.459,0.5,1.8,0.281,2.7,3.3,0.822,1.1,3.3,4.4,4.0,1.9,0.6,3.0,1.5
Josh Green,2020,76.5,214.0,81.75,ARZ,30,30.8,12.0,4.1,9.6,0.424,1.0,2.8,0.361,2.8,3.6,0.78,1.3,3.3,4.6,2.6,1.5,0.4,1.6,2.4
Ashton Hagans,2020,73.5,193.0,80.0,UK,30,33.2,11.5,3.6,8.8,0.404,0.5,2.1,0.258,3.8,4.7,0.81,0.2,3.7,3.9,6.4,1.9,0.2,3.4,2.6
Jalen Harris,2020,74.75,193.4,79.0,UNR,30,33.0,21.6,7.4,16.7,0.446,2.2,6.2,0.362,4.5,5.5,0.823,0.7,5.7,6.4,3.9,1.1,0.1,2.4,2.3
Markus Howard,2020,69.5,170.8,72.25,MARQ,29,33.2,27.8,8.2,19.3,0.422,4.2,10.1,0.412,7.3,8.6,0.847,0.6,2.9,3.5,3.3,0.9,0.0,3.4,2.4
Elijah Hughes,2020,76.75,229.0,79.5,SYRA,32,36.7,19.0,6.2,14.5,0.427,2.4,7.1,0.342,4.2,5.2,0.813,0.4,4.5,4.9,3.4,1.2,0.8,2.3,1.8
Isaiah Joe,2020,75.0,170.4,79.5,ARK,26,36.0,16.9,5.1,13.8,0.367,3.6,10.6,0.342,3.1,3.5,0.89,0.5,3.6,4.1,1.7,1.4,0.3,1.7,1.8
Mason Jones,2020,75.75,207.2,79.0,ARK,31,33.8,22.0,6.2,13.6,0.453,2.2,6.3,0.351,7.5,9.1,0.826,0.7,4.7,5.5,3.4,1.6,0.2,3.2,3.3
Nathan Knight,2020,80.0,235.0,86.0,W&M,32,29.6,20.7,7.1,13.5,0.524,0.9,3.0,0.305,5.6,7.3,0.773,2.7,7.8,10.5,1.8,0.8,1.5,2.6,3.0
Naji Marshall,2020,77.75,233.5,84.75,XAV,31,35.6,16.8,6.1,13.8,0.445,1.4,5.0,0.286,3.2,4.5,0.71,1.1,5.2,6.3,4.0,1.3,0.4,3.4,2.6
Skylar Mays,2020,75.0,204.0,78.0,LSU,31,34.5,16.7,5.5,11.1,0.491,1.6,4.1,0.394,4.2,4.9,0.854,0.5,4.5,5.0,3.2,1.8,0.2,2.3,1.7
Zeke Nnaji,2020,81.25,246.8,86.0,ARZ,32,30.6,16.1,5.6,9.8,0.57,0.2,0.5,0.294,4.8,6.3,0.76,3.1,5.5,8.6,0.8,0.7,0.9,2.2,2.4
Jordan Nwora,2020,77.75,223.0,82.25,LVILL,31,33.2,18.0,6.1,13.9,0.44,2.5,6.1,0.402,3.4,4.1,0.813,1.7,6.0,7.7,1.3,0.7,0.3,2.1,2.2
Reggie Perry,2020,80.25,249.6,84.25,MISST,31,31.1,17.4,5.9,11.8,0.5,0.7,2.3,0.324,4.8,6.3,0.768,3.1,6.9,10.1,2.3,0.8,1.2,2.9,3.1
Myles Powell,2020,72.5,194.0,79.0,SETON,28,31.6,21.0,7.0,17.5,0.398,2.8,9.2,0.306,4.3,5.4,0.795,0.9,3.4,4.3,2.9,1.2,0.2,2.8,2.1
Immanuel Quickley,2020,74.0,185.8,80.25,UK,30,32.9,16.1,4.6,11.0,0.417,2.1,4.8,0.428,4.8,5.2,0.923,0.5,3.7,4.2,1.9,0.9,0.1,1.6,2.3
Jahmi'us Ramsey,2020,74.5,193.4,78.0,TXTCH,27,31.1,15.0,5.5,12.4,0.442,2.2,5.2,0.426,1.9,2.9,0.641,0.7,3.3,4.0,2.2,1.3,0.7,2.0,2.2
Nick Richards,2020,82.5,241.6,86.25,UK,31,29.7,14.0,5.3,8.2,0.642,0.0,0.0,0.0,3.5,4.7,0.752,2.6,5.2,7.8,0.2,0.1,2.1,1.6,3.2
Grant Riller,2020,72.25,178.4,77.25,C of C,31,33.5,21.9,7.3,14.7,0.499,1.5,4.2,0.362,5.7,6.9,0.827,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3
Jalen Smith,2020,81.25,224.6,86.25,UMD,31,31.2,15.5,5.4,10.1,0.538,1.0,2.8,0.368,3.6,4.8,0.75,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4
Cassius Stanley,2020,77.0,201.6,79.0,DUKE,29,27.4,12.6,4.4,9.3,0.474,1.1,3.0,0.36,2.7,3.6,0.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2
Lamar Stevens,2020,77.75,228.0,81.0,PENST,31,31.0,17.6,6.2,14.6,0.423,0.8,3.1,0.263,4.5,6.2,0.719,1.3,5.7,6.9,2.2,1.1,1.2,2.5,2.6
Tyrell Terry,2020,73.5,170.0,73.75,STAN,31,32.5,14.6,4.7,10.7,0.441,2.0,4.9,0.408,3.2,3.5,0.891,0.4,4.1,4.5,3.2,1.4,0.1,2.6,2.1
Killian Tillie,2020,80.75,221.6,80.0,ZAGS,24,24.6,13.6,5.1,9.6,0.535,1.5,3.8,0.4,1.9,2.6,0.726,1.2,3.8,5.0,1.9,1.0,0.8,1.0,2.5
Kaleb Wesson,2020,81.25,252.6,87.5,OSU,31,29.4,14.0,4.4,9.9,0.444,1.5,3.4,0.425,3.8,5.2,0.731,2.4,6.9,9.3,1.9,0.7,1.0,2.5,3.1
Cassius Winston,2020,72.5,196.0,78.0,MCHST,30,32.6,18.6,6.2,13.8,0.448,2.4,5.6,0.432,3.8,4.5,0.852,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0
Robert Woodard II,2020,77.5,230.2,86.0,MISST,31,33.0,11.4,4.4,8.9,0.495,1.0,2.3,0.429,1.6,2.5,0.641,2.2,4.4,6.5,1.3,1.1,1.0,1.9,1.9
Max Abmas,2021,70.5,161.8,73.75,ORU,28,37.0,24.6,8.0,16.8,0.478,3.6,8.3,0.433,4.9,5.5,0.89,0.4,2.8,3.2,3.9,1.5,0.2,2.3,2.2
Ochai Agbaji,2021,76.5,214.4,82.0,KU,30,33.5,14.1,4.9,11.7,0.42,2.6,6.9,0.377,1.7,2.5,0.689,1.0,2.7,3.7,1.9,1.1,0.5,1.4,1.8
Scottie Barnes,2021,79.0,225.4,86.75,FLAST,24,24.7,10.3,4.1,8.1,0.503,0.5,1.7,0.275,1.7,2.8,0.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2
Charles Bassey,2021,81.25,230.2,87.0,WKU,28,30.3,17.6,6.9,11.8,0.59,0.6,2.1,0.305,3.1,4.1,0.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,2.4
Jared Butler,2021,74.25,193.0,76.0,BAYL,30,30.4,16.7,5.9,12.5,0.471,2.6,6.2,0.416,2.4,3.0,0.78,0.4,2.9,3.3,4.8,2.0,0.4,2.8,2.4
Julian Champagnie,2021,78.5,217.4,82.0,STJ,25,32.8,19.8,6.6,15.3,0.433,2.4,6.3,0.38,4.1,4.6,0.887,1.6,5.7,7.4,1.3,1.4,1.0,1.9,1.8
Justin Champagnie,2021,77.75,206.4,81.5,PITT,20,34.4,18.0,6.7,14.1,0.477,1.2,3.7,0.311,3.5,4.9,0.711,3.4,7.7,11.1,1.6,1.2,1.3,1.5,1.8
Cade Cunningham,2021,,-,,OKST,27,35.4,20.1,6.5,14.8,0.438,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5
Ayo Dosunmu,2021,75.5,194.4,82.25,ILL,28,35.2,20.1,7.5,15.4,0.488,1.1,3.0,0.386,4.0,5.1,0.783,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1
David Duke Jr.,2021,76.25,203.6,80.75,PROV,26,37.1,16.8,5.5,14.3,0.387,2.0,5.0,0.389,3.8,4.8,0.792,1.0,5.3,6.3,4.8,1.2,0.3,3.2,3.0
Kessler Edwards,2021,79.0,203.0,83.25,PEPP,27,34.0,17.2,6.1,12.4,0.491,1.7,4.4,0.378,3.4,3.9,0.876,1.2,5.6,6.8,1.2,1.0,1.2,1.8,2.1
Luka Garza,2021,82.0,242.8,85.5,IOWA,31,31.6,24.1,9.1,16.4,0.553,1.4,3.2,0.44,4.5,6.4,0.709,3.0,5.7,8.7,1.7,0.7,1.6,1.5,2.3
RaiQuan Gray,2021,78.5,268.6,82.75,FLAST,25,26.2,11.9,4.4,8.4,0.517,0.3,1.2,0.267,2.8,3.7,0.763,1.5,4.9,6.4,2.2,1.2,0.7,2.2,2.6
Quentin Grimes,2021,76.0,205.0,80.0,U of H,30,32.7,17.8,5.8,14.2,0.406,3.3,8.3,0.403,3.0,3.8,0.788,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.2
Sam Hauser,2021,78.75,217.4,81.25,UVA,25,34.2,16.0,5.9,11.7,0.503,2.5,6.0,0.417,1.7,1.9,0.896,0.8,6.0,6.8,1.8,0.6,0.4,1.0,1.6
Aaron Henry,2021,76.5,209.6,82.75,MCHST,28,32.4,15.4,5.8,13.0,0.449,0.9,2.9,0.296,2.9,3.8,0.762,1.4,4.3,5.6,3.6,1.3,1.3,2.9,2.2
Matt Hurt,2021,80.5,232.4,81.5,DUKE,24,32.8,18.3,6.8,12.3,0.556,2.3,5.3,0.444,2.3,3.2,0.724,1.5,4.7,6.1,1.4,0.7,0.7,1.2,3.2
Nah'Shon Hyland,2021,74.0,169.0,81.25,VCU,24,31.9,19.5,6.3,14.2,0.447,2.9,7.8,0.371,3.9,4.5,0.862,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2
David Johnson,2021,75.25,202.8,82.5,LVILL,19,35.1,12.6,4.7,11.5,0.411,1.7,4.4,0.386,1.5,2.1,0.7,0.9,4.9,5.8,3.2,1.1,0.3,3.2,2.7
Jalen Johnson,2021,79.75,209.6,84.25,AAMU,15,29.9,16.5,6.9,12.3,0.562,0.0,0.0,0.0,2.7,4.2,0.635,3.3,4.2,7.5,0.8,1.1,0.6,2.3,2.9
Keon Johnson,2021,75.5,184.8,79.25,TENN,27,25.5,11.3,4.1,9.1,0.449,0.5,1.8,0.271,2.6,3.7,0.703,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4
Carlik Jones,2021,72.0,173.6,77.0,LVILL,19,37.6,16.8,5.9,14.8,0.402,0.9,2.9,0.321,3.9,4.8,0.815,0.7,4.2,4.9,4.5,1.4,0.1,2.1,1.8
Johnny Juzang,2021,77.5,209.0,82.5,UCLA,27,32.1,16.0,5.9,13.4,0.441,2.0,5.8,0.353,2.1,2.4,0.877,0.9,3.3,4.1,1.6,0.8,0.3,1.6,1.9
Corey Kispert,2021,78.0,223.8,79.0,ZAGS,32,31.8,18.6,6.5,12.3,0.529,2.8,6.5,0.44,2.7,3.1,0.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7
Isaiah Livers,2021,77.75,231.8,81.25,MICH,23,31.6,13.1,4.4,9.7,0.457,2.2,5.0,0.431,2.0,2.3,0.87,1.1,4.9,6.0,2.0,0.6,0.7,1.1,1.6
Sandro Mamukelashvili,2021,81.0,239.8,85.25,SETON,27,35.5,17.5,6.2,14.3,0.434,1.6,4.6,0.336,3.5,4.9,0.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,1.7
Tre Mann,2021,75.25,177.6,76.0,FLA,24,32.4,16.0,5.5,12.1,0.459,1.9,4.7,0.402,3.1,3.7,0.831,0.7,5.0,5.6,3.5,1.4,0.1,2.8,2.4
Miles McBride,2021,73.0,195.2,80.75,WVU,29,34.2,15.8,5.4,12.5,0.43,1.6,3.8,0.414,3.4,4.2,0.813,1.2,2.7,3.9,4.9,1.9,0.3,1.8,1.7
Davion Mitchell,2021,72.0,202.4,76.25,BAYL,30,32.4,14.0,5.3,10.3,0.511,2.1,4.7,0.447,1.4,2.1,0.641,0.5,2.2,2.7,5.5,1.9,0.4,2.4,2.4
Evan Mobley,2021,,-,,USC,33,33.8,16.4,6.0,10.3,0.578,0.4,1.2,0.3,4.1,5.8,0.694,2.7,5.9,8.7,2.4,0.8,2.9,2.2,1.8
Isaiah Mobley,2021,80.0,238.0,87.0,USC,32,28.0,9.9,3.7,7.9,0.472,0.5,1.2,0.436,1.9,3.5,0.545,2.6,4.7,7.3,1.6,0.4,0.9,1.2,2.4
Moses Moody,2021,76.5,210.6,84.75,ARK,32,33.7,16.8,5.2,12.1,0.427,1.8,5.1,0.358,4.7,5.8,0.812,2.0,3.8,5.8,1.6,1.0,0.7,1.6,2.3
Trey Murphy III,2021,79.5,206.0,84.0,UVA,25,29.6,11.3,3.8,7.6,0.503,2.1,4.8,0.433,1.5,1.6,0.927,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.0
Jason Preston,2021,75.0,180.6,80.5,OHIO,20,34.5,15.7,6.4,12.4,0.514,1.6,4.1,0.39,1.4,2.4,0.596,1.1,6.2,7.3,7.3,1.5,0.3,3.0,1.4
Neemias Queta,2021,83.25,248.4,88.0,USU,29,30.0,14.9,5.8,10.3,0.559,0.0,0.1,0.0,3.4,4.8,0.707,2.9,7.3,10.1,2.7,1.1,3.3,2.4,2.4
Austin Reaves,2021,76.5,197.2,78.25,OKLA,25,34.6,18.3,5.6,12.6,0.443,1.3,4.2,0.305,5.9,6.8,0.865,0.8,4.6,5.5,4.6,0.9,0.3,3.0,1.7
Jeremiah Robinson-Earl,2021,79.75,242.4,81.75,VILL,25,34.4,15.7,6.2,12.5,0.497,0.9,3.3,0.28,2.4,3.4,0.714,2.5,6.0,8.5,2.2,1.0,0.6,1.6,2.3
Jaden Springer,2021,75.0,202.0,79.75,TENN,25,26.0,12.5,4.2,9.1,0.467,0.8,1.8,0.435,3.2,4.0,0.81,1.0,2.5,3.5,2.9,1.2,0.4,2.4,2.0
DJ Steward,2021,72.75,162.2,79.0,DUKE,24,30.8,13.0,4.7,11.0,0.426,1.8,5.3,0.341,1.8,2.2,0.811,1.2,2.8,4.0,2.4,1.1,0.6,2.0,1.2
Cam Thomas,2021,,-,,LSU,29,33.9,23.0,7.0,17.2,0.406,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4
Trendon Watford,2021,79.5,237.4,86.25,LSU,28,34.5,16.3,6.1,12.6,0.48,0.6,2.0,0.316,3.5,5.4,0.651,1.7,5.7,7.4,2.9,1.1,0.6,2.6,2.5
Joe Wieskamp,2021,77.75,204.8,83.0,IOWA,31,29.3,14.8,5.2,10.6,0.491,2.4,5.1,0.462,2.1,3.1,0.677,1.2,5.5,6.6,1.7,0.9,0.3,1.4,1.5
Aaron Wiggins,2021,76.5,190.0,81.75,UMD,31,33.0,14.5,5.3,11.9,0.446,1.8,5.2,0.356,2.0,2.5,0.772,1.1,4.7,5.8,2.5,1.1,0.5,2.0,2.0
Ziaire Williams,2021,80.25,188.4,82.25,STAN,20,27.8,10.7,3.8,10.2,0.374,1.2,4.0,0.291,2.0,2.5,0.796,0.5,4.1,4.6,2.2,0.9,0.6,2.9,2.4
Moses Wright,2021,79.75,225.8,84.75,GT,25,35.4,17.4,7.0,13.2,0.53,0.5,1.2,0.414,2.9,4.4,0.658,3.2,4.9,8.0,2.3,1.5,1.6,1.6,2.6
McKinley Wright IV,2021,71.25,192.2,77.25,COLO,32,32.5,15.2,5.6,11.6,0.48,0.9,2.9,0.301,3.2,3.8,0.844,0.8,3.5,4.3,5.7,1.1,0.3,2.1,1.6
Marcus Zegarowski,2021,72.75,180.8,74.75,CREI,29,33.6,15.8,5.6,12.0,0.464,2.8,6.6,0.421,1.9,2.4,0.786,0.3,3.3,3.6,4.3,1.3,0.1,2.1,1.9
Ochai Agbaji,2022,76.5,216.8,82.25,KU,39,35.0,18.8,6.6,13.9,0.475,2.6,6.5,0.409,2.9,3.9,0.743,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.7
Paolo Banchero,2022,,-,,DUKE,39,33.0,17.2,6.3,13.2,0.478,1.1,3.3,0.338,3.5,4.8,0.729,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9
Malaki Branham,2022,76.0,194.8,82.0,OSU,32,29.5,13.7,5.0,10.0,0.498,1.2,2.8,0.416,2.5,3.0,0.833,0.8,2.8,3.6,2.0,0.8,0.3,1.7,1.8
Christian Braun,2022,77.5,209.2,78.5,KU,40,34.3,14.1,5.2,10.5,0.495,1.3,3.3,0.386,2.5,3.4,0.733,1.4,5.1,6.5,2.8,1.0,0.8,2.0,1.8
Julian Champagnie,2022,78.25,212.4,82.0,STJ,31,34.3,19.2,7.1,17.2,0.414,2.1,6.2,0.337,2.9,3.7,0.781,1.4,5.3,6.6,2.0,2.0,1.1,1.5,1.5
Kennedy Chandler,2022,71.5,172.2,77.25,TENN,34,30.8,13.9,5.4,11.5,0.464,1.4,3.8,0.383,1.8,2.9,0.606,0.7,2.6,3.2,4.7,2.2,0.2,2.5,2.0
Kofi Cockburn,2022,83.0,293.0,88.25,ILL,28,30.7,20.9,8.1,13.6,0.593,0.0,0.0,0.0,4.8,7.3,0.655,3.4,7.2,10.6,0.8,0.8,1.0,2.3,2.4
Johnny Davis,2022,76.25,196.4,80.5,UWISC,31,34.2,19.7,6.8,15.9,0.427,1.2,3.9,0.306,5.0,6.3,0.791,1.3,6.9,8.2,2.1,1.2,0.7,2.3,2.0
Darius Days,2022,,-,,LSU,33,29.8,13.7,5.0,11.5,0.434,2.1,6.0,0.35,1.7,2.4,0.7,2.1,5.8,7.8,0.9,1.5,0.3,1.3,2.5
Jalen Duren,2022,,-,,MEMP,29,25.2,12.0,4.9,8.1,0.597,0.0,0.0,0.0,2.2,3.6,0.625,3.0,5.2,8.1,1.3,0.8,2.1,2.2,2.7
Tari Eason,2022,78.75,217.4,86.0,LSU,33,24.4,16.9,5.8,11.1,0.521,0.8,2.4,0.359,4.6,5.7,0.803,2.3,4.3,6.6,1.0,1.9,1.1,2.2,2.8
Keon Ellis,2022,75.5,167.4,80.5,UA,33,30.9,12.1,3.7,8.4,0.439,2.0,5.5,0.366,2.7,3.1,0.881,1.9,4.2,6.1,1.8,1.9,0.6,1.6,2.7
Collin Gillespie,2022,73.5,195.8,76.0,VILL,38,34.2,15.6,4.9,11.4,0.434,3.0,7.2,0.415,2.8,3.1,0.905,0.4,3.4,3.8,3.2,1.0,0.0,1.7,1.9
Ron Harper Jr.,2022,76.0,240.4,85.25,RUTG,32,34.3,15.8,5.3,12.1,0.442,2.1,5.3,0.398,3.0,3.8,0.795,1.3,4.6,5.9,1.9,1.0,0.6,1.6,2.0
Chet Holmgren,2022,,-,,ZAGS,32,26.9,14.1,5.3,8.8,0.607,1.3,3.3,0.39,2.2,3.1,0.717,1.8,8.1,9.9,1.9,0.8,3.7,1.9,2.7
Harrison Ingram,2022,77.25,232.8,84.25,STAN,32,31.0,10.5,3.7,9.6,0.388,1.1,3.6,0.313,2.0,3.0,0.663,1.8,4.9,6.7,3.0,0.9,0.3,2.3,1.7
Jaden Ivey,2022,,-,,PURD,36,31.5,17.3,5.6,12.3,0.46,1.8,5.0,0.358,4.3,5.8,0.744,0.7,4.2,4.9,3.1,0.9,0.6,2.6,1.8
Trayce Jackson-Davis,2022,,-,,IU,35,32.3,18.3,7.0,11.9,0.589,0.0,0.1,0.0,4.2,6.2,0.674,2.2,5.9,8.1,1.9,0.6,2.3,1.7,1.9
Johnny Juzang,2022,77.25,208.6,83.0,UCLA,30,31.7,15.6,6.0,13.8,0.432,1.5,4.2,0.36,2.2,2.6,0.835,0.8,4.0,4.7,1.8,0.7,0.1,1.6,2.0
Trevor Keels,2022,75.25,223.8,79.25,DUKE,36,30.2,11.5,4.1,9.8,0.419,1.5,4.8,0.312,1.8,2.7,0.67,0.8,2.6,3.4,2.7,1.2,0.1,1.3,1.3
Walker Kessler,2022,84.25,256.0,88.25,AUB,34,25.5,11.4,4.8,7.9,0.608,0.3,1.5,0.2,1.6,2.6,0.596,2.6,5.4,8.1,0.9,1.1,4.6,1.1,2.6
Christian Koloko,2022,82.75,221.0,89.25,ARZ,37,25.4,12.6,4.9,7.8,0.635,0.0,0.1,0.0,2.7,3.7,0.735,2.6,4.7,7.3,1.4,0.8,2.8,1.6,2.8
Jake LaRavia,2022,78.75,227.2,81.5,WF,33,34.1,14.6,5.0,9.0,0.559,0.8,2.2,0.384,3.7,4.8,0.777,2.1,4.5,6.6,3.7,1.7,1.0,2.7,2.8
Justin Lewis,2022,78.25,235.4,86.5,MARQ,32,32.2,16.8,6.1,13.8,0.44,1.8,5.2,0.349,2.8,3.7,0.761,1.2,6.8,7.9,1.7,1.1,0.6,1.9,2.2
E.J. Liddell,2022,77.5,243.0,83.75,OSU,32,33.2,19.4,6.3,12.9,0.49,1.4,3.8,0.374,5.3,6.9,0.765,2.3,5.7,7.9,2.5,0.6,2.5,2.4,2.5
Kenneth Lofton Jr.,2022,,-,,STBN,30,38.5,12.8,4.5,11.3,0.402,1.0,3.4,0.282,2.7,3.3,0.82,0.8,2.8,3.6,5.9,2.0,0.1,2.6,2.0
Tyrese Martin,2022,,-,,UConn,29,31.9,13.6,5.0,11.1,0.449,1.5,3.4,0.43,2.1,3.1,0.689,2.3,5.2,7.5,1.9,0.8,0.5,1.8,2.1
Bennedict Mathurin,2022,76.5,204.6,81.0,ARZ,37,32.6,17.7,5.9,13.1,0.45,2.2,6.1,0.369,3.7,4.8,0.764,1.4,4.2,5.6,2.5,1.0,0.3,1.8,1.8
